user_id,start_time_iso,end_time_iso,model,wallet_type,cost,currency
26f44958-e530-4ebc-9308-61fe1ee286dd,2026-08-28T00:00:00+08:00,2026-08-29T00:00:00+08:00,deepseek-v4-flash-vision-exp,Paid,2.8196908000000000,CNY
